#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-08-10T21:36:46 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62f40c182a5db4	
#INFO	-out.max=unlimited	
#INFO	queryParameters=34	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/AJ/159/60&tab:{J/AJ/159/60/table1}&key:source=J/AJ/159/60/table1&HTTPPRM:&
#-source=J/AJ/159/60/table1
#-order=I
#-out=TIC
#-out=Outbst
#-out=Flare
#-out=tpeak
#-out=e_tpeak
#-out=E_tpeak
#-out=Amp
#-out=e_Amp
#-out=E_Amp
#-out=FWHMdt
#-out=e_FWHMdt
#-out=E_FWHMdt
#-out=Ebol
#-out=e_Ebol
#-out=E_Ebol
#-out=MCME
#-out=e_MCME
#-out=E_MCME
#-out=Tmag
#-out=Teff
#-out=Rad
#-out=logg
#-out=SpT
#-out=Prot-t
#-out=Prot-k
#-out=Prot
#-out=Chem
#-out=O3cons
#-out=O3perm
#

#RESOURCE=yCat_51590060
#Name: J/AJ/159/60
#Title: 8695 flares from 1228 stars in TESS sectors 1 & 2 (Gunther+, 2020)
#Table	J_AJ_159_60_table1:
#Name: J/AJ/159/60/table1
#Title: Catalog of all individual flares found in the Transiting Exoplanet Survey Satellite (TESS) sectors 1 and 2
#Column	TIC	(I9)	[2760232/471015484] TESS input catalog identifier	[ucd=meta.id;meta.main]
#Column	Outbst	(I2)	[1/58] Outburst number	[ucd=meta.id]
#Column	Flare	(I1)	[1/5] Flare number	[ucd=meta.id]
#Column	tpeak	(F14.6)	[2458325/2458382] Peak time, posterior median, flare, Barycentric Julian Date	[ucd=time.epoch;stat.median]
#Column	e_tpeak	(F9.6)	[2e-6/0.046] Lower uncertainty on tpeak	[ucd=stat.error]
#Column	E_tpeak	(F9.6)	[2e-6/0.065] Upper uncertainty on tpeak	[ucd=stat.error;stat.max]
#Column	Amp	(F8.5)	[0.00065/16] Flare amplitude, relative	[ucd=src.var.amplitude;arith.ratio]
#Column	e_Amp	(F8.5)	[7e-5/3.4] Lower uncertainty on Amp	[ucd=stat.error]
#Column	E_Amp	(F8.5)	[7e-5/1.5] Upper uncertainty on Amp	[ucd=stat.error;stat.max]
#Column	FWHMdt	(F8.5)	[0.0001/0.08] Full-width at half-maximum, flare duration	[ucd=time.interval]
#Column	e_FWHMdt	(F8.5)	[2e-05/0.05] Lower uncertainty on FWHMdt	[ucd=stat.error]
#Column	E_FWHMdt	(F8.5)	[2e-05/0.08] Upper uncertainty on FWHMdt	[ucd=stat.error;stat.max]
#Column	Ebol	(E9.2)	[1e+30/9e+36]? Bolometric energy, flare; in erg units	[ucd=phys.energy]
#Column	e_Ebol	(E9.2)	[1e+30/2e+36]? Lower uncertainty on Ebol	[ucd=stat.error]
#Column	E_Ebol	(E9.2)	[1e+30/4e+36]? Upper uncertainty on Ebol	[ucd=stat.error;stat.max]
#Column	MCME	(E9.2)	[1e+18/3e+22]? Possible mass of a coronal mass ejection post flare	[ucd=phys.mass]
#Column	e_MCME	(E9.2)	[1e+18/3e+22]? Lower uncertainty on MCME	[ucd=stat.error]
#Column	E_MCME	(E9.2)	[1e+19/2e+24]? Upper uncertainty on MCME	[ucd=stat.error;stat.max]
#Column	Tmag	(F8.5)	[3/17] TESS magnitude, star	[ucd=phot.mag;em.opt]
#Column	Teff	(I5)	[2801/31000]? Stellar effective temperature [NULL integer written as an empty string]	[ucd=phys.temperature.effective]
#Column	Rad	(F9.6)	[0.1/46]? Stellar radius	[ucd=phys.size.radius]
#Column	logg	(F8.5)	[3.6/5.6]? Log, surface gravity	[ucd=phys.gravity]
#Column	SpT	(A6)	Spectral Type	[ucd=src.spType]
#Column	Prot-t	(F9.6)	[0.003/5]? Rotation period extracted, TESS	[ucd=time.period]
#Column	Prot-k	(F9.6)	[0.5/46]? Rotation period extracted, KELT	[ucd=time.period]
#Column	Prot	(F9.6)	[0.003/39]? Accepted rotational period	[ucd=time.period]
#Column	Chem	(I1)	[0/1] Trigger prebiotic chemistry code (1=yes; 122 occurrences)	[ucd=meta.code]
#Column	O3cons	(I1)	[0/1] Ozone depletion, conservative threshold code (1=yes; 340 occurrences)	[ucd=meta.code]
#Column	O3perm	(I1)	[0/1] Ozone depletion, permissive threshold code (1=yes; 1291 occurrences)	[ucd=meta.code]
TIC|Outbst|Flare|tpeak|e_tpeak|E_tpeak|Amp|e_Amp|E_Amp|FWHMdt|e_FWHMdt|E_FWHMdt|Ebol|e_Ebol|E_Ebol|MCME|e_MCME|E_MCME|Tmag|Teff|Rad|logg|SpT|Prot-t|Prot-k|Prot|Chem|O3cons|O3perm
  2761472| 1|1|2458354.142921| 0.000053| 0.000052| 0.18707| 0.01131| 0.01333| 0.00193| 0.00026| 0.00023| 2.07e+32| 1.91e+31| 1.63e+31| 2.60e+19| 2.46e+19| 4.09e+20|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472| 2|1|2458355.124386| 0.000229| 0.000267| 0.04921| 0.00560| 0.00626| 0.00432| 0.00084| 0.00097| 1.41e+32| 1.59e+31| 2.02e+31| 3.36e+19| 3.11e+19| 9.85e+20|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472| 3|1|2458357.742383| 0.000329| 0.000469| 0.05300| 0.01716| 0.03830| 0.00104| 0.00059| 0.00077| 3.36e+31| 9.66e+30| 1.30e+31| 1.24e+19| 1.15e+19| 3.67e+20|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472| 3|2|2458357.668146| 0.000105| 0.000101| 0.10069| 0.00841| 0.00868| 0.00255| 0.00033| 0.00037| 1.62e+32| 1.29e+31| 1.31e+31| 1.37e+19| 1.18e+19| 2.73e+20|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472| 4|1|2458358.314765| 0.000009| 0.000009| 2.20258| 0.02329| 0.02405| 0.00114| 0.00002| 0.00002| 1.77e+33| 2.19e+31| 1.95e+31| 1.25e+20| 1.19e+20| 2.52e+21|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472| 4|2|2458358.328226| 0.000898| 0.001147| 0.04488| 0.00446| 0.00446| 0.02578| 0.00443| 0.00469| 6.09e+32| 1.03e+32| 1.22e+32| 6.20e+19| 6.02e+19| 2.02e+21|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472| 5|1|2458358.530349| 0.000031| 0.000030| 5.44296| 0.22676| 0.21683| 0.00539| 0.00017| 0.00015| 1.81e+34| 1.34e+33| 7.96e+32| 4.63e+20| 4.11e+20| 1.67e+22|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472| 5|2|2458358.528234| 0.000025| 0.000023| 7.26359| 0.13909| 0.20841| 0.00170| 0.00018| 0.00016| 7.62e+33| 4.82e+32| 8.30e+32| 4.30e+20| 4.24e+20| 7.89e+21|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472| 6|1|2458358.799238| 0.000411| 0.000497| 0.06651| 0.00730| 0.00835| 0.00898| 0.00229| 0.00297| 3.83e+32| 6.61e+31| 8.85e+31| 6.71e+19| 6.22e+19| 2.04e+21|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472| 7|1|2458360.051478| 0.000251| 0.000264| 0.06252| 0.00937| 0.01142| 0.00375| 0.00083| 0.00095| 1.56e+32| 2.00e+31| 2.26e+31| 2.72e+19| 2.60e+19| 3.70e+20|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472| 8|1|2458360.748565| 0.000259| 0.000205| 0.05507| 0.01425| 0.02379| 0.00130| 0.00061| 0.00093| 5.01e+31| 1.58e+31| 1.80e+31| 1.36e+19| 1.23e+19| 1.33e+20|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472| 9|1|2458361.064651| 0.000401| 0.000721| 0.04284| 0.00590| 0.00704| 0.00546| 0.00134| 0.00169| 1.60e+32| 2.77e+31| 2.69e+31| 2.35e+19| 2.22e+19| 3.77e+20|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472|10|1|2458362.819700| 0.000090| 0.000085| 0.13841| 0.01480| 0.01782| 0.00185| 0.00055| 0.00057| 1.51e+32| 3.72e+31| 3.69e+31| 3.05e+19| 2.79e+19| 1.08e+21|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472|10|2|2458362.812531| 0.000313| 0.000317| 0.04505| 0.00810| 0.00920| 0.00330| 0.00142| 0.00190| 8.15e+31| 3.67e+31| 2.97e+31| 1.05e+19| 9.12e+18| 2.11e+20|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472|10|3|2458362.822641| 0.000420| 0.000555| 0.08233| 0.01249| 0.01124| 0.01575| 0.00222| 0.00268| 7.93e+32| 1.10e+32| 1.38e+32| 3.92e+19| 3.74e+19| 6.70e+20|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472|11|1|2458365.752566| 0.000613| 0.000640| 0.03135| 0.00321| 0.00338| 0.01378| 0.00241| 0.00272| 2.87e+32| 4.55e+31| 5.38e+31| 4.10e+19| 3.89e+19| 6.94e+20|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472|12|1|2458366.078950| 0.000836| 0.000836| 0.03267| 0.00342| 0.00359| 0.01635| 0.00315| 0.00393| 2.85e+32| 4.26e+31| 4.43e+31| 4.29e+19| 3.91e+19| 1.34e+21|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472|13|1|2458368.871535| 0.000038| 0.000040| 0.26755| 0.01492| 0.01767| 0.00223| 0.00024| 0.00026| 4.18e+32| 2.56e+31| 3.61e+31| 5.01e+19| 4.76e+19| 9.47e+20|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472|13|2|2458368.969361| 0.000692| 0.000828| 0.03248| 0.00526| 0.00565| 0.00743| 0.00199| 0.00283| 1.55e+32| 3.33e+31| 4.16e+31| 2.48e+19| 2.41e+19| 1.12e+21|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472|14|1|2458372.714686| 0.000098| 0.000121| 0.10909| 0.01016| 0.01157| 0.00274| 0.00044| 0.00050| 1.95e+32| 2.60e+31| 1.91e+31| 4.56e+19| 4.24e+19| 1.17e+21|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472|16|1|2458376.049152| 0.000050| 0.000052| 0.24465| 0.02535| 0.03106| 0.00175| 0.00028| 0.00031| 2.72e+32| 1.88e+31| 1.81e+31| 4.04e+19| 3.85e+19| 4.94e+20|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  2761472|18|1|2458378.229141| 0.000336| 0.000350| 0.07384| 0.00655| 0.00709| 0.00634| 0.00099| 0.00120| 2.67e+32| 2.70e+31| 3.13e+31| 4.31e+19| 3.91e+19| 1.64e+21|12.55100| 3041| 0.216026| 5.03644|M4-M10| 0.958129|         | 0.958129|0|0|0
  5640393| 1|1|2458354.512979| 0.000274| 0.000374| 0.02089| 0.00419| 0.00600| 0.00321| 0.00107| 0.00150|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393| 2|1|2458354.975155| 0.000322| 0.000348| 0.02272| 0.00212| 0.00234| 0.00850| 0.00138| 0.00155|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393| 3|1|2458356.221188| 0.000270| 0.000210| 0.01873| 0.00272| 0.00341| 0.00305| 0.00088| 0.00108|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393| 4|1|2458358.631482| 0.000074| 0.000085| 0.08336| 0.00365| 0.00381| 0.00342| 0.00029| 0.00030|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393| 5|1|2458359.454815| 0.000255| 0.000306| 0.01692| 0.00262| 0.00310| 0.00383| 0.00102| 0.00121|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393| 5|2|2458359.533637| 0.000224| 0.000192| 0.02104| 0.00454| 0.00700| 0.00181| 0.00070| 0.00092|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393| 6|1|2458360.259928| 0.000009| 0.000009| 0.99872| 0.00702| 0.00712| 0.00182| 0.00004| 0.00004|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393| 6|2|2458360.181328| 0.000093| 0.000116| 0.03957| 0.00626| 0.01043| 0.00229| 0.00081| 0.00094|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393| 6|3|2458360.263019| 0.000076| 0.000072| 0.16318| 0.00539| 0.00562| 0.00676| 0.00030| 0.00030|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393| 7|1|2458361.792756| 0.001459| 0.001572| 0.01282| 0.00150| 0.00145| 0.03399| 0.00575| 0.00956|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393| 8|1|2458363.205838| 0.000542| 0.000626| 0.01205| 0.00166| 0.00170| 0.00916| 0.00229| 0.00290|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393|10|1|2458368.918534| 0.000909| 0.000918| 0.01250| 0.00130| 0.00137| 0.01486| 0.00247| 0.00314|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393|11|1|2458373.115588| 0.000373| 0.000413| 0.01608| 0.00288| 0.00319| 0.00486| 0.00177| 0.00239|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393|12|1|2458374.036125| 0.000441| 0.000442| 0.01260| 0.00287| 0.00355| 0.00381| 0.00152| 0.00248|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393|12|2|2458374.117090| 0.000315| 0.000323| 0.02329| 0.00160| 0.00155| 0.01147| 0.00147| 0.00169|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393|14|1|2458376.377708| 0.000398| 0.000350| 0.01600| 0.00303| 0.00372| 0.00338| 0.00111| 0.00149|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393|15|1|2458378.374747| 0.000442| 0.000448| 0.01405| 0.00293| 0.00357| 0.00432| 0.00208| 0.00267|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393|16|1|2458378.531745| 0.000117| 0.000121| 0.05255| 0.00477| 0.00648| 0.00145| 0.00036| 0.00034|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393|18|1|2458379.553454| 0.000215| 0.000312| 0.01978| 0.00360| 0.00432| 0.00285| 0.00083| 0.00111|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393|19|1|2458379.954143| 0.000149| 0.000141| 0.03794| 0.00391| 0.00439| 0.00233| 0.00042| 0.00047|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393|20|1|2458380.254443| 0.000117| 0.000121| 0.03416| 0.00487| 0.00609| 0.00186| 0.00048| 0.00053|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5640393|21|1|2458380.690940| 0.000905| 0.000932| 0.01873| 0.00177| 0.00192| 0.02303| 0.00372| 0.00477|         |         |         |         |         |         |11.18100|     | 0.287000| 4.96357|      | 0.963198|         | 0.963198|0|0|0
  5656273| 1|1|2458354.705918| 0.000030| 0.000028| 0.03756| 0.00207| 0.00269| 0.00171| 0.00021| 0.00020| 9.25e+32| 5.89e+31| 7.12e+31| 9.77e+19| 8.97e+19| 3.37e+21| 9.21070| 3815| 0.587235| 4.66203|M0-M4 | 0.431193|         | 0.431193|0|0|0
  5656273| 2|1|2458354.953134| 0.000118| 0.000121| 0.01164| 0.00158| 0.00221| 0.00213| 0.00064| 0.00073| 4.09e+32| 8.86e+31| 6.97e+31| 4.36e+19| 4.08e+19| 9.84e+20| 9.21070| 3815| 0.587235| 4.66203|M0-M4 | 0.431193|         | 0.431193|0|0|0
  5656273| 2|2|2458354.850198| 0.000931| 0.000634| 0.00981| 0.00122| 0.00115| 0.01302| 0.00269| 0.00237| 1.91e+33| 5.09e+32| 4.93e+32| 1.26e+20| 1.22e+20| 2.68e+21| 9.21070| 3815| 0.587235| 4.66203|M0-M4 | 0.431193|         | 0.431193|0|0|0
  5656273| 4|1|2458357.871025| 0.000247| 0.000245| 0.00887| 0.00078| 0.00079| 0.00543| 0.00104| 0.00127| 6.90e+32| 1.03e+32| 1.34e+32| 7.95e+19| 7.25e+19| 2.61e+21| 9.21070| 3815| 0.587235| 4.66203|M0-M4 | 0.431193|         | 0.431193|0|0|0
